"subject","baseline","instruction","threshold","phs","phs_01","TCF"
45,44,"pain",25.16,0,0,0.3768
46,44,"pain",25.35,0,0,0.373
47,44,"pain",1.26,0,0,0.8548
48,44,"pain",0.0366666666666667,0,0,0.879266666666667
49,44,"pain",17.7266666666667,0,0,0.525466666666666
50,44,"pain",0.0433333333333333,0,0,0.879133333333333
51,44,"pain",0,0,0,0.88
52,44,"pain",23.6766666666667,0,0,0.406466666666666
53,44,"pain",16.67,0,0,0.5466
54,44,"pain",4.60333333333333,0,0,0.787933333333333
55,44,"pain",0.86,0,0,0.8628
56,44,"pain",25.68,0,0,0.3664
57,44,"pain",1.76,0,0,0.8448
58,44,"pain",25.5333333333333,0,0,0.369333333333334
59,44,"pain",13.64,0,0,0.6072
60,44,"pain",5.51666666666667,0,0,0.769666666666666
61,44,"pain",11.0866666666667,0,0,0.658266666666666
62,44,"pain",18.7566666666667,0,0,0.504866666666666
63,44,"pain",-0.0233333333333333,0,0,0.880466666666667
64,44,"pain",3.58333333333333,0,0,0.808333333333333
65,44,"pain",24.9466666666667,0,0,0.381066666666666
66,44,"pain",23.66,0,0,0.4068
67,44,"pain",26.82,3,1,0.3436
68,44,"pain",22.76,0,0,0.4248
69,44,"pain",8.18,0,0,0.7164
70,44,"pain",5.93,0,0,0.7614
71,44,"pain",25.39,0,0,0.3722
72,44,"pain",25.9966666666667,0,0,0.360066666666666
73,44,"pain",26.2633333333333,0,0,0.354733333333334
74,44,"pain",25.4833333333333,1,1,0.370333333333334
75,44,"pain",12.09,0,0,0.6382
76,44,"pain",6.36,0,0,0.7528
77,44,"pain",5.43,0,0,0.7714
78,44,"pain",20.2333333333333,0,0,0.475333333333334
79,44,"pain",16.5366666666667,0,0,0.549266666666666
80,44,"pain",24.1533333333333,0,0,0.396933333333334
81,44,"pain",20.4733333333333,0,0,0.470533333333334
82,44,"pain",13.1966666666667,0,0,0.616066666666666
83,44,"pain",6.20333333333333,0,0,0.755933333333333
84,44,"pain",22.8066666666667,0,0,0.423866666666666
85,44,"pain",0.0433333333333333,0,0,0.879133333333333
86,44,"pain",6.46666666666667,0,0,0.750666666666667
87,44,"pain",13.4233333333333,0,0,0.611533333333334
88,44,"pain",5.31,0,0,0.7738
89,44,"pain",0.06,0,0,0.8788
90,44,"pain",24.3666666666667,0,0,0.392666666666666
91,44,"pain",17.8033333333333,0,0,0.523933333333334
92,44,"pain",1.37666666666667,0,0,0.852466666666667
93,44,"pain",11.0833333333333,0,0,0.658333333333334
94,44,"pain",2.64,0,0,0.8272
95,44,"pain",27.8666666666667,0,0,0.322666666666666
96,44,"pain",0.36,0,0,0.8728
97,44,"pain",4.98666666666667,0,0,0.780266666666667
98,44,"pain",0.666666666666667,0,0,0.866666666666667
99,44,"pain",0.95,0,0,0.861
100,44,"pain",18.3933333333333,0,0,0.512133333333334
101,44,"pain",14.6266666666667,0,0,0.587466666666666
102,44,"pain",26.2466666666667,1,1,0.355066666666666
103,44,"pain",1.75333333333333,0,0,0.844933333333333
104,44,"pain",18.2766666666667,0,0,0.514466666666666
105,44,"pain",22.31,0,0,0.4338
106,44,"pain",20.4533333333333,0,0,0.470933333333334
107,44,"pain",12.9733333333333,1,1,0.620533333333334
108,44,"pain",24.2533333333333,0,0,0.394933333333334
109,44,"pain",29.2866666666667,0,0,0.294266666666666
110,44,"pain",23.52,0,0,0.4096
111,44,"pain",26.53,0,0,0.3494
112,44,"pain",17.31,0,0,0.5338
113,44,"pain",27.7066666666667,0,0,0.325866666666666
114,44,"pain",21.45,0,0,0.451
115,44,"pain",8.30666666666667,0,0,0.713866666666667
116,44,"pain",12.41,0,0,0.6318
117,44,"pain",7.65333333333333,0,0,0.726933333333333
118,44,"pain",20.9433333333333,0,0,0.461133333333334
119,44,"pain",0.456666666666667,1,1,0.870866666666667
120,44,"pain",15.41,0,0,0.5718
121,44,"pain",15.41,0,0,0.5718
122,44,"pain",26.34,0,0,0.3532
123,44,"pain",17.5833333333333,0,0,0.528333333333334
124,44,"pain",10.8833333333333,0,0,0.662333333333334
125,44,"pain",-0.0333333333333333,0,0,0.880666666666667
126,44,"pain",0.0633333333333333,0,0,0.878733333333333
127,44,"pain",21.64,0,0,0.4472
128,44,"pain",5.36333333333333,0,0,0.772733333333333
129,44,"pain",3.71666666666667,0,0,0.805666666666667
130,44,"pain",21.88,1,1,0.4424
131,44,"pain",28.2033333333333,0,0,0.315933333333334
132,44,"pain",0.00666666666666667,0,0,0.879866666666667
133,44,"pain",19.51,0,0,0.4898
134,44,"pain",22.7233333333333,0,0,0.425533333333334
135,44,"pain",30.09,0,0,0.2782
136,44,"pain",0.896666666666667,0,0,0.862066666666667
137,44,"pain",11.3333333333333,0,0,0.653333333333334
138,44,"pain",-0.00333333333333333,0,0,0.880066666666667
139,44,"pain",23.7633333333333,0,0,0.404733333333334
140,44,"pain",12.2766666666667,0,0,0.634466666666666
141,44,"pain",0.0966666666666667,0,0,0.878066666666667
142,44,"pain",3.73333333333333,0,0,0.805333333333333
143,44,"pain",0.0966666666666667,0,0,0.878066666666667
144,44,"pain",16.18,1,1,0.5564
145,44,"pain",0.133333333333333,0,0,0.877333333333333
146,44,"pain",6.66333333333333,3,1,0.746733333333333
147,44,"pain",9.72666666666667,0,0,0.685466666666667
148,44,"pain",18.02,0,0,0.5196
149,44,"pain",26.1433333333333,0,0,0.357133333333334
150,44,"pain",27.28,0,0,0.3344
151,44,"pain",0.103333333333333,1,1,0.877933333333333
152,44,"pain",18.6066666666667,0,0,0.507866666666666
153,44,"pain",24.3833333333333,0,0,0.392333333333334
154,44,"pain",26.79,0,0,0.3442
155,44,"pain",25.6333333333333,0,0,0.367333333333334
156,44,"pain",24.7333333333333,1,1,0.385333333333334
157,44,"pain",14.2933333333333,0,0,0.594133333333334
158,44,"pain",26.1066666666667,0,0,0.357866666666666
159,44,"pain",24.39,0,0,0.3922
160,44,"pain",0.0433333333333333,0,0,0.879133333333333
161,44,"pain",25.1066666666667,0,0,0.377866666666666
162,44,"pain",18.58,0,0,0.5084
163,44,"pain",0.106666666666667,0,0,0.877866666666667
164,44,"pain",2.39666666666667,0,0,0.832066666666667
165,44,"pain",25.2533333333333,0,0,0.374933333333334
166,44,"pain",19.5633333333333,0,0,0.488733333333334
167,44,"pain",23.0633333333333,0,0,0.418733333333334
168,44,"pain",22.5,0,0,0.43
169,44,"pain",13.5766666666667,0,0,0.608466666666666
170,44,"pain",15.73,0,0,0.5654
171,44,"pain",15.0266666666667,0,0,0.579466666666666
172,44,"pain",5.64333333333333,0,0,0.767133333333333
173,44,"pain",0.04,0,0,0.8792
174,44,"pain",0.11,0,0,0.8778
175,44,"pain",12.99,0,0,0.6202
176,44,"pain",0.116666666666667,0,0,0.877666666666667
177,44,"pain",0.0633333333333333,0,0,0.878733333333333
178,44,"pain",22.2366666666667,0,0,0.435266666666666
179,44,"pain",14.3,0,0,0.594
180,44,"pain",0.1,0,0,0.878
181,44,"pain",28.17,0,0,0.3166
182,44,"pain",20.0933333333333,0,0,0.478133333333334
183,44,"pain",1.79666666666667,1,1,0.844066666666667
184,44,"pain",0.0333333333333333,0,0,0.879333333333333
185,44,"pain",0.09,1,1,0.8782
186,44,"pain",5.13333333333333,0,0,0.777333333333333
187,44,"pain",0.0733333333333333,0,0,0.878533333333333
188,44,"pain",19.6266666666667,0,0,0.487466666666666
189,44,"pain",20.2766666666667,0,0,0.474466666666666
190,44,"pain",6.48666666666667,0,0,0.750266666666667
191,44,"pain",2.76333333333333,0,0,0.824733333333333
192,44,"pain",11.1766666666667,0,0,0.656466666666666
193,44,"pain",12.8933333333333,0,0,0.622133333333334
194,44,"pain",6.81,0,0,0.7438
195,44,"pain",23.9066666666667,0,0,0.401866666666666
196,44,"pain",0.0633333333333333,0,0,0.878733333333333
197,44,"pain",8.36666666666667,0,0,0.712666666666667
198,44,"pain",16.6266666666667,0,0,0.547466666666666
199,44,"pain",16.3533333333333,0,0,0.552933333333334
200,44,"pain",26.14,0,0,0.3572
201,44,"pain",6.33,0,0,0.7534
202,44,"pain",23.0466666666667,0,0,0.419066666666666
203,44,"pain",26.76,0,0,0.3448
204,44,"pain",14.08,0,0,0.5984
205,44,"pain",27.2433333333333,0,0,0.335133333333334
206,44,"pain",0.273333333333333,0,0,0.874533333333333
207,44,"pain",15.59,0,0,0.5682
208,44,"pain",3.76,0,0,0.8048
